Tweede T-omgeving Zomer - DRL	Tweede T-omgeving Zomer	Remo Cantatore	06/07/2015	9999-12-30 01:00:00	DECOMMISSIONED	16/12/2019 - 10:38
TWNL	TWNL		12/07/2017	9999-12-30 00:00:00	Operational	12/07/2017 - 13:12
TWS Generiek 14082019	TWS Generiek 14082019		14/08/2019	9999-12-30 00:00:00	Operational	14/08/2019 - 15:43
UGC_USA_EPM	UGC_USA_EPM		06/04/2016	9999-12-30 00:00:00	Operational	06/04/2016 - 11:16
Uitkeren Polis+	Uitkeren Polis+		24/01/2014	9999-12-30 00:00:00	Operational	24/01/2014 - 15:37
UPA	BRP Stabilisatie UPA		01/09/2015	9999-12-30 01:00:00	DECOMMISSIONED	05/03/2020 - 11:01
UPA__BRP	UPA BRP		09/09/2015	9999-12-30 00:00:00	DECOMMISSIONED	18/09/2018 - 15:10
Vera	Ontslagvergunningen		05/01/2016	onbepaald	DRAFT	05/01/2016 - 14:03
Vera	Ontslagvergunningen		05/01/2016	9999-12-30 00:00:00	Operational	05/01/2016 - 13:22
VERA 2	VERA 2		08/08/2017	9999-12-30 00:00:00	DECOMMISSIONED	10/08/2017 - 09:56
VERA-2	VERA-2		02/08/2017	9999-12-30 00:00:00	DECOMMISSIONED	02/08/2017 - 11:34
Vera-TK			28/10/2016	onbepaald	DRAFT	28/10/2016 - 15:54
Vera-TK			28/10/2016	9999-12-30 00:00:00	Operational	28/10/2016 - 14:12
Vera_oracle	Ontslagvergunningen oracle		12/08/2016	onbepaald	DRAFT	12/08/2016 - 16:24
Vera_oracle	Ontslagvergunningen oracle		12/08/2016	9999-12-30 00:00:00	Operational	12/08/2016 - 14:36
Versiebeheer	Versiebeheer server in DEV		05/09/2013	9999-12-30 00:00:00	CANCELED	05/09/2013 - 14:22
Versiebeheer DEV	Versiebeheer met Subversion		09/09/2013	9999-12-30 00:00:00	CANCELED	09/09/2013 - 14:22
VIO-Upgrade			01/06/2015	2015-06-03 22:25:00	DECOMMISSIONED	02/06/2015 - 18:05
VIOB	VIOB		04/09/2017	9999-12-30 00:00:00	Operational	04/09/2017 - 17:40
VIOB 03092019	VIOB 03092019		03/09/2019	9999-12-30 00:00:00	Operational	03/09/2019 - 15:21
VIOB 07-04-2020	VIOB 07-04-2020		07/04/2020	9999-12-30 01:00:00	DRAFT	07/04/2020 - 14:04
VIOB 07-04-2020	VIOB 07-04-2020		07/04/2020	9999-12-30 01:00:00	Operational	07/04/2020 - 14:26
VIOB-27-2-2020	VIOB-27-2-2020		27/02/2020	9999-12-30 01:00:00	Operational	27/02/2020 - 12:53
VIOB_02-03-2020	VIOB_02-03-2020		02/03/2020	9999-12-30 01:00:00	CANCELED	02/03/2020 - 14:54
VIOB_02-03-2020	VIOB_02-03-2020		02/03/2020	9999-12-30 01:00:00	Operational	02/03/2020 - 17:14
Virtualize	Virtualize		20/01/2017	9999-12-30 00:00:00	Operational	20/01/2017 - 14:05
vmtest111	sdfd		07/05/2013	9999-12-30 00:00:00	DECOMMISSIONED	07/05/2013 - 15:39
W2003 DEV			26/04/2013	9999-12-30 00:00:00	CANCELED	26/04/2013 - 14:23
W2003 Test			26/04/2013	9999-12-30 00:00:00	CANCELED	26/04/2013 - 14:14
W2003R2 TEST			26/04/2013	9999-12-30 00:00:00	CANCELED	26/04/2013 - 14:59
W2012V2 Test	W2012V2 Test		10/02/2014	9999-12-30 00:00:00	CANCELED	10/02/2014 - 10:25
W2012V2 Test	W2012V2 Test		10/02/2014	9999-12-30 00:00:00	DECOMMISSIONED	11/02/2014 - 10:55
W2K12R2			11/06/2015	2015-06-25 17:05:00	DECOMMISSIONED	11/06/2015 - 19:55
Wajong	Particitatie wet		05/08/2014	9999-12-30 00:00:00	DECOMMISSIONED	02/05/2018 - 09:02
Wajong participatie	Integrale activering Wajong		01/08/2014	9999-12-30 00:00:00	CANCELED	01/08/2014 - 13:49
Wajong Participatie	Participatie wet		04/08/2014	9999-12-30 00:00:00	CANCELED	05/08/2014 - 13:54
WBD Java TOV	WBD Java TOV		14/07/2020	9999-12-30 01:00:00	Operational	14/07/2020 - 15:43
WBS	WBS		11/04/2016	9999-12-30 00:00:00	Operational	11/04/2016 - 12:40
WBS2	WBS2		23/02/2017	onbepaald	DRAFT	23/02/2017 - 16:14
WBS2	WBS2		23/02/2017	9999-12-30 00:00:00	CANCELED	23/02/2017 - 15:19
Werk-nl	Werk-nl		08/01/2016	9999-12-30 00:00:00	Operational	08/01/2016 - 14:53
Werk-nl_oracle	Werk-nl Oracle		12/08/2016	9999-12-30 00:00:00	Operational	12/08/2016 - 14:11
Werkbedrijf-ontwikkel	Werkbedrijf ontwikkel servers		21/04/2016	9999-12-30 00:00:00	Operational	21/04/2016 - 11:20
Werknl straat 4	Werknl straat 4		28/10/2019	9999-12-30 00:00:00	Operational	28/10/2019 - 14:47
Werkplek	Werkplek Project KPN		02/06/2017	onbepaald	DRAFT	02/06/2017 - 12:19
Werkplek	Werkplek Project KPN		02/06/2017	9999-12-30 00:00:00	Operational	02/06/2017 - 10:46
Werkver_straat3_2019	Werkverkenner straat3		01/10/2019	9999-12-30 00:00:00	Operational	01/10/2019 - 11:56
Werk_nl Overige	Overige		05/01/2016	2016-01-05 11:28:00	Operational	05/01/2016 - 12:29
Werk_nl Overige	Overige		05/01/2016	9999-12-30 00:00:00	Operational	05/01/2016 - 11:46
win2k3imagetest2	fgf		13/05/2013	9999-12-30 00:00:00	DECOMMISSIONED	22/05/2013 - 17:56
Winter	Winter Robuust		17/04/2014	9999-12-30 00:00:00	Operational	17/04/2014 - 12:20
win_klantexp_2019	otod_windows_klantexpert_20190903		26/09/2019	9999-12-30 00:00:00	CANCELED	26/09/2019 - 10:21
win_klantexp_2019	otod_windows_klantexpert_20191001		01/10/2019	9999-12-30 00:00:00	CANCELED	01/10/2019 - 06:05
win_klantexp_2019	otod_windows_klantexpert_20191001		02/10/2019	9999-12-30 00:00:00	DRAFT	02/10/2019 - 11:34
win_klantexp_2019	otod_windows_klantexpert_20191001		02/10/2019	9999-12-30 00:00:00	Operational	02/10/2019 - 12:14
WORK IT 03012019	WORK IT 03012019		02/01/2019	9999-12-30 00:00:00	DRAFT	02/01/2019 - 15:07
WORK IT 03012019	WORK IT 03012019		02/01/2019	9999-12-30 00:00:00	DECOMMISSIONED	29/05/2019 - 13:32
Workflow 26092018	Workflow 26092018		26/09/2018	9999-12-30 00:00:00	DECOMMISSIONED	18/07/2019 - 14:19
WTL	WTL		01/08/2017	9999-12-30 00:00:00	Operational	01/08/2017 - 11:39
XL Deploy	XL Deploy		01/08/2019	9999-12-30 00:00:00	Operational	01/08/2019 - 14:34
Zau	zau		18/07/2016	9999-12-30 00:00:00	Operational	18/07/2016 - 14:29
Zomer 02082018	Zomer 02082018		02/08/2018	9999-12-30 00:00:00	Operational	02/08/2018 - 11:16
Zomer_20190107	GOH Zomer		08/01/2019	9999-12-30 00:00:00	DRAFT	08/01/2019 - 10:34
Zomer_20190107	GOH Zomer		08/01/2019	9999-12-30 00:00:00	Operational	08/01/2019 - 10:47
ZW-Arbo 17012018	ZW-Arbo 17012018		17/01/2018	9999-12-30 00:00:00	Operational	17/01/2018 - 08:43
